company_name,ISIN,bond_types,bond_destination,coupon_rate,maturity_date,bond_currency
E.ON,XS2332687040,Senior Unsecured,International bonds,0.375%,23aug2021, EUR
E.ON,XS2332687040,Senior Unsecured,International bonds,1.625%,22may2029, EUR
Deutsche Telekom,XS2332687040,Senior Unsecured,International bonds,1.125%,22may2026, EUR
Deutsche Bahn,XS2332687040,Senior Unsecured,International bonds,1.5%,8dec2032, EUR
Brenntag,XS2332687040,Senior Unsecured,International bonds,1.125%,27sep2025, EUR
E.ON,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.25%,19oct2027, EUR
BASF,XS2332687040,Senior Unsecured,International bonds,1.625%,15nov2037, EUR
BASF,XS2332687040,Senior Unsecured,International bonds,0.875%,15nov2027, EUR
Sudzucker,XS2332687040,Senior Unsecured,International bonds,1%,28nov2025, EUR
Deutsche Telekom,XS2332687040,Senior Unsecured,International bonds,0.625%,13dec2024, EUR
Deutsche Post,XS2332687040,Senior Unsecured,International bonds,1%,13dec2027, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,0.375%,10jul2023, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,1.125%,10jan2028, EUR
Deutsche Bahn,XS2332687040,Senior Unsecured,International bonds,1%,17dec2027, EUR
E.ON,XS2332687040,Senior Unsecured,International bonds,1.5%,31jul2029, EUR
Deutsche Bahn,XS2332687040,Senior Unsecured,International bonds,1.625%,16aug2033, EUR
Metro AG,XS2332687040,Senior Unsecured,International bonds,1.125%,6mar2023, EUR
Hannover Re Group,XS2332687040,Senior Unsecured,International bonds,1.125%,18apr2028, EUR
Lanxess AG,XS2332687040,Senior Unsecured,International bonds,1.125%,16may2025, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,0.5%,22nov2022, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,1.125%,22may2026, EUR
BASF,XS2332687040,Senior Unsecured,International bonds,1.5%,22may2030, EUR
BASF,XS2332687040,Senior Unsecured,International bonds,0.875%,22may2025, EUR
Wuerth,XS2332687040,Senior Unsecured,International bonds,1%,26may2025, EUR
Deutsche Telekom,XS2332687040,Senior Unsecured,International bonds,0.625%,1dec2022, EUR
Deutsche Telekom,XS2332687040,Senior Unsecured,International bonds,1.375%,1dec2025, EUR
Deutsche Telekom,XS2332687040,Senior Unsecured,International bonds,2%,1dec2029, EUR
E.ON,XS2332687040,Senior Unsecured,International bonds,1.625%,30may2026, EUR
E.ON,XS2332687040,Senior Unsecured,International bonds,0.75%,30nov2022, EUR
Knorr-Bremse,XS2332687040,Senior Unsecured,International bonds,1.125%,13jun2025, EUR
Bayer,XS2332687040,"Senior Unsecured, Floating rate",International bonds,FRN,26jun2022, EUR
Bayer,XS2332687040,Senior Unsecured,International bonds,0.625%,15dec2022, EUR
Bayer,XS2332687040,Senior Unsecured,International bonds,1.5%,26jun2026, EUR
Bayer,XS2332687040,Senior Unsecured,International bonds,2.125%,15dec2029, EUR
Amphenol Technologies Holding,XS2332687040,Senior Unsecured,International bonds,2%,8oct2028, EUR
Fresenius Medical Care,XS2332687040,Senior Unsecured,International bonds,1.5%,11jul2025, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,0.125%,29nov2021, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,1%,29aug2025, EUR
Siemens Financieringsmaatschappij N.V. (SFM),XS2332687040,Senior Unsecured,International bonds,0.375%,6sep2023, EUR
Siemens Financieringsmaatschappij N.V. (SFM),XS2332687040,Senior Unsecured,International bonds,1.375%,6sep2030, EUR
Siemens Financieringsmaatschappij N.V. (SFM),XS2332687040,Senior Unsecured,International bonds,1%,6sep2027, EUR
Vier Gas Transport,XS2332687040,Senior Unsecured,International bonds,1.5%,25sep2028, EUR
Deutsche Bahn,XS2332687040,Senior Unsecured,International bonds,1.375%,28mar2031, EUR
Bertelsmann,XS2332687040,Senior Unsecured,International bonds,1.25%,29sep2025, EUR
EnBW Energie Baden-Wuerttemberg,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.875%,31oct2033, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,0.25%,14jan2022, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,1%,14nov2024, EUR
Volkswagen,XS2332687040,"Senior Unsecured, Floating rate",International bonds,FRN,16nov2024, EUR
Volkswagen,XS2332687040,Senior Unsecured,International bonds,2.625%,16nov2027, EUR
Volkswagen,XS2332687040,Senior Unsecured,International bonds,3.25%,18nov2030, EUR
Volkswagen,XS2332687040,Senior Unsecured,International bonds,4.125%,16nov2038, EUR
Deutsche Post,XS2332687040,Senior Unsecured,International bonds,1.625%,5dec2028, EUR
Deutsche Bahn,XS2332687040,Senior Unsecured,International bonds,1.125%,18dec2028, EUR
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,1.875%,15feb2025, EUR
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,2.875%,15feb2029, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,1.5%,6feb2029, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,0.625%,6oct2023, EUR
Siemens,XS2332687040,Senior Unsecured,International bonds,0.3%,28feb2024, EUR
Siemens,XS2332687040,Senior Unsecured,International bonds,0.9%,28feb2028, EUR
Siemens,XS2332687040,Senior Unsecured,International bonds,1.25%,28feb2031, EUR
Siemens,XS2332687040,Senior Unsecured,International bonds,1.75%,28feb2039, EUR
ZF Friedrichshafen,XS2332687040,Senior Unsecured,International bonds,2%,23feb2026, EUR
ZF Friedrichshafen,XS2332687040,Senior Unsecured,International bonds,3%,23oct2029, EUR
ZF Friedrichshafen,XS2332687040,Senior Unsecured,International bonds,2.5%,23oct2027, EUR
ZF Friedrichshafen,XS2332687040,Senior Unsecured,International bonds,1.25%,23oct2023, EUR
TLG Immobilien,XS2332687040,Senior Unsecured,International bonds,0.375%,23sep2022, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,0.125%,13jul2022, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,0.75%,13jul2026, EUR
Merck KGaA,XS2332687040,Senior Unsecured,International bonds,0.005%,15dec2023, EUR
Merck KGaA,XS2332687040,Senior Unsecured,International bonds,0.375%,5jul2027, EUR
Merck KGaA,XS2332687040,Senior Unsecured,International bonds,0.875%,5jul2031, EUR
Deutsche Telekom,XS2332687040,Senior Unsecured,International bonds,0.5%,5jul2027, EUR
Deutsche Telekom,XS2332687040,Senior Unsecured,International bonds,1.375%,5jul2034, EUR
Hella KGaA,XS2332687040,Senior Unsecured,International bonds,0.5%,26jan2027, EUR
E.ON,XS2332687040,"Green bonds, Zero-coupon bonds, Senior Unsecured",International bonds,0%,28aug2024, EUR (1827D)
E.ON,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.35%,28feb2030, EUR
Vier Gas Transport,XS2332687040,Senior Unsecured,International bonds,0.125%,10sep2029, EUR
Vier Gas Transport,XS2332687040,Senior Unsecured,International bonds,0.5%,10sep2034, EUR
Siemens,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,5sep2021, EUR (731D)
Siemens,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,5sep2024, EUR (1827D)
Siemens,XS2332687040,Senior Unsecured,International bonds,0.125%,5sep2029, EUR
Siemens,XS2332687040,Senior Unsecured,International bonds,0.5%,5sep2034, EUR
Deutsche Lufthansa,XS2332687040,Senior Unsecured,International bonds,0.25%,6sep2024, EUR
Continental,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,12sep2023, EUR (1461D)
BMW,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,24mar2023, EUR (1277D)
BMW,XS2332687040,Senior Unsecured,International bonds,0.375%,24sep2027, EUR
Continental,XS2332687040,Senior Unsecured,International bonds,0.375%,27jun2025, EUR
E.ON,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,24oct2022, EUR (1096D)
E.ON,XS2332687040,Senior Unsecured,International bonds,0.25%,24oct2026, EUR
E.ON,XS2332687040,Senior Unsecured,International bonds,0.625%,7nov2031, EUR
Albemarle,XS2332687040,Senior Unsecured,International bonds,1.125%,25nov2025, EUR
Albemarle,XS2332687040,Senior Unsecured,International bonds,1.625%,25nov2028, EUR
Fresenius Medical Care,XS2332687040,Senior Unsecured,International bonds,1.25%,29nov2029, EUR
Fresenius Medical Care,XS2332687040,Senior Unsecured,International bonds,0.625%,30nov2026, EUR
Fresenius Medical Care,XS2332687040,Senior Unsecured,International bonds,0.25%,29nov2023, EUR
E.ON,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,29sep2022, EUR (1024D)
Siemens,XS2332687040,"Senior Unsecured, Floating rate",International bonds,FRN,17dec2021, EUR
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,0.75%,15jan2028, EUR
BMW,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,14apr2023, EUR (1186D)
BMW,XS2332687040,Senior Unsecured,International bonds,0.375%,14jan2027, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,0.875%,14jan2032, EUR
Deutsche Bahn,XS2332687040,Senior Unsecured,International bonds,0.75%,16jul2035, EUR
Merck KGaA,XS2332687040,Senior Unsecured,International bonds,0.125%,16jul2025, EUR
Merck KGaA,XS2332687040,Senior Unsecured,International bonds,0.5%,16jul2028, EUR
E.ON,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.375%,29sep2027, EUR
E.ON,XS2332687040,Senior Unsecured,International bonds,0.75%,18dec2030, EUR
E.ON,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,18dec2023, EUR (1432D)
Deutsche Bahn,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,14feb2024, EUR (1461D)
Siemens,XS2332687040,Senior Unsecured,International bonds,0.5%,20feb2032, EUR
Siemens,XS2332687040,Senior Unsecured,International bonds,0.25%,20feb2029, EUR
Siemens,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,20feb2023, EUR (1096D)
Siemens,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,20feb2026, EUR (2192D)
Bertelsmann,XS2332687040,Senior Unsecured,International bonds,2%,1apr2028, EUR
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,1.625%,8oct2027, EUR
E.ON,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1%,7oct2025, EUR
Deutsche Bahn,XS2332687040,Senior Secured,International bonds,0.5%,9apr2027, EUR
EnBW Energie Baden-Wuerttemberg,XS2332687040,Senior Secured,International bonds,0.625%,17apr2025, EUR
Deutsche Bahn,XS2332687040,Senior Secured,International bonds,1.375%,16apr2040, EUR
Amphenol Technologies Holding,XS2332687040,Senior Unsecured,International bonds,0.75%,4may2026, EUR
Eurogrid,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.113%,15may2032, EUR
Wuerth,XS2332687040,Senior Unsecured,International bonds,0.75%,22nov2027, EUR
Bertelsmann,XS2332687040,Senior Unsecured,International bonds,1.5%,15may2030, EUR
SAP SE,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,17may2023, EUR (1094D)
SAP SE,XS2332687040,Senior Unsecured,International bonds,0.125%,18may2026, EUR
SAP SE,XS2332687040,Senior Unsecured,International bonds,0.375%,18may2029, EUR
Linde,XS2332687040,Senior Unsecured,International bonds,0.25%,19may2027, EUR
Linde,XS2332687040,Senior Unsecured,International bonds,0.55%,19may2032, EUR
Deutsche Post,XS2332687040,Senior Unsecured,International bonds,0.375%,20may2026, EUR
Deutsche Post,XS2332687040,Senior Unsecured,International bonds,0.75%,20may2029, EUR
Deutsche Post,XS2332687040,Senior Unsecured,International bonds,1%,20may2032, EUR
E.ON,XS2332687040,Senior Unsecured,International bonds,0.375%,20apr2023, EUR
E.ON,XS2332687040,Senior Unsecured,International bonds,0.75%,20feb2028, EUR
E.ON,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.875%,20aug2031, EUR
Continental,XS2332687040,Senior Unsecured,International bonds,2.125%,27nov2023, EUR
Continental,XS2332687040,Senior Unsecured,International bonds,2.5%,27aug2026, EUR
Fresenius Medical Care,XS2332687040,Senior Unsecured,International bonds,1%,29may2026, EUR
Fresenius Medical Care,XS2332687040,Senior Unsecured,International bonds,1.5%,29may2030, EUR
Siemens,XS2332687040,Senior Unsecured,International bonds,0.125%,5jun2022, EUR
Siemens,XS2332687040,Senior Unsecured,International bonds,0.375%,5jun2026, EUR
Siemens,XS2332687040,Senior Unsecured,International bonds,0.25%,5jun2024, EUR
Covestro,XS2332687040,Senior Unsecured,International bonds,0.875%,3feb2026, EUR
Covestro,XS2332687040,Senior Unsecured,International bonds,1.375%,12jun2030, EUR
Alstria Office REIT,XS2332687040,Senior Unsecured,International bonds,1.5%,23jun2026, EUR
Continental,XS2332687040,Senior Unsecured,International bonds,1.125%,25sep2024, EUR
Deutsche Bahn,XS2332687040,Senior Unsecured,International bonds,0.375%,23jun2029, EUR
Deutsche Bahn,XS2332687040,Senior Unsecured,International bonds,0.875%,23jun2039, EUR
Infineon Technologies,XS2332687040,Senior Unsecured,International bonds,2%,24jun2032, EUR
Infineon Technologies,XS2332687040,Senior Unsecured,International bonds,0.75%,24jun2023, EUR
Infineon Technologies,XS2332687040,Senior Unsecured,International bonds,1.125%,24jun2026, EUR
Infineon Technologies,XS2332687040,Senior Unsecured,International bonds,1.625%,24jun2029, EUR
MTU Aero Engines AG,XS2332687040,Senior Unsecured,International bonds,3%,1jul2025, EUR
Bayer,XS2332687040,Senior Unsecured,International bonds,0.375%,6jul2024, EUR
Bayer,XS2332687040,Senior Unsecured,International bonds,0.75%,6jan2027, EUR
Bayer,XS2332687040,Senior Unsecured,International bonds,1.125%,6jan2030, EUR
Bayer,XS2332687040,Senior Unsecured,International bonds,1.375%,6jul2032, EUR
Adidas,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,9sep2024, EUR (1462D)
Adidas,XS2332687040,Senior Unsecured,International bonds,0.625%,10sep2035, EUR
Kion Group,XS2332687040,Senior Unsecured,International bonds,1.625%,24sep2025, EUR
Volkswagen,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.875%,22sep2028, EUR
Volkswagen,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.25%,23sep2032, EUR
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,0.375%,28sep2026, EUR
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,1.125%,28jan2033, EUR
Adidas,XS2332687040,"Green bonds, Zero-coupon bonds, Senior Unsecured",International bonds,0%,5oct2028, EUR (2922D)
EnBW Energie Baden-Wuerttemberg,XS2332687040,Senior Secured,International bonds,0.25%,19oct2030, EUR
Volkswagen,XS2332687040,Senior Unsecured,International bonds,0.05%,10jun2024, EUR
BMW,XS2332687040,Senior Unsecured,International bonds,0.2%,11jan2033, EUR
BMW,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,11jan2026, EUR (1826D)
Bayer,XS2332687040,Senior Unsecured,International bonds,0.05%,12jan2025, EUR
Bayer,XS2332687040,Senior Unsecured,International bonds,0.375%,12jan2029, EUR
Bayer,XS2332687040,Senior Unsecured,International bonds,0.625%,12jul2031, EUR
Bayer,XS2332687040,Senior Unsecured,International bonds,1%,12jan2036, EUR
E.ON,XS2332687040,Senior Unsecured,International bonds,0.1%,19dec2028, EUR
Volkswagen,XS2332687040,Senior Unsecured,International bonds,1.5%,21jan2041, EUR
EnBW Energie Baden-Wuerttemberg,XS2332687040,Senior Unsecured,International bonds,0.125%,1mar2028, EUR
EnBW Energie Baden-Wuerttemberg,XS2332687040,Senior Unsecured,International bonds,0.5%,1mar2033, EUR
E.ON,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.6%,1oct2032, EUR
Ferrovial,XS2332687040,,International bonds,2.5%,15jul2024, EUR
Ferrovial,XS2332687040,,International bonds,0.375%,14sep2022, EUR
Ferrovial,XS2332687040,,International bonds,1.375%,31mar2025, EUR
Ferrovial,XS2332687040,Senior Unsecured,International bonds,1.382%,14may2026, EUR
Ferrovial,XS2332687040,Senior Unsecured,International bonds,0.54%,12nov2028, EUR
Abertis Infraestructuras,XS2332687040,,International bonds,3.75%,20jun2023, EUR
Abertis Infraestructuras,XS2332687040,,International bonds,2.5%,27feb2025, EUR
Abertis Infraestructuras,XS2332687040,,International bonds,1.375%,20may2026, EUR
Abertis Infraestructuras,XS2332687040,,International bonds,1%,27feb2027, EUR
MAPFRE,XS2332687040,,International bonds,1.625%,19may2026, EUR
CORES,XS2332687040,,International bonds,1.75%,24nov2027, EUR
Inmobiliaria Colonial,XS2332687040,,International bonds,1.35%,14oct2028, EUR (6)
Telefonica Europe,XS2332687040,Senior Unsecured,International bonds,5.875%,14feb2033, EUR
Naturgy Energy Group,XS2332687040,Senior Unsecured,International bonds,5.125%,2nov2021, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,3.987%,23jan2023, EUR
Naturgy Energy Group,XS2332687040,Senior Unsecured,International bonds,3.875%,17jan2023, EUR
Red Electrica Corporacion,XS2332687040,,International bonds,3.875%,25jan2022, EUR
Naturgy Energy Group,XS2332687040,Senior Unsecured,International bonds,3.875%,11apr2022, EUR
Repsol,XS2332687040,Senior Unsecured,International bonds,3.625%,7oct2021, EUR
Iberdrola,XS2332687040,Senior Unsecured,International bonds,3%,31jan2022, EUR
Naturgy Energy Group,XS2332687040,Senior Unsecured,International bonds,2.875%,11mar2024, EUR
Enagas S.A.,XS2332687040,Senior Unsecured,International bonds,2.5%,11apr2022, EUR
Iberdrola,XS2332687040,"Green bonds, Senior Unsecured",International bonds,2.5%,24oct2022, EUR
Naturgy Energy Group,XS2332687040,,International bonds,2.625%,8may2023, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,2.242%,27may2022, EUR
Red Electrica Corporacion,XS2332687040,,International bonds,2.125%,1jul2023, EUR
Iberdrola,XS2332687040,Senior Unsecured,International bonds,1.875%,8oct2024, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,2.932%,17oct2029, EUR
Repsol,XS2332687040,Senior Unsecured,International bonds,2.25%,10dec2026, EUR
Naturgy Energy Group,XS2332687040,Senior Unsecured,International bonds,1.375%,21jan2025, EUR
Iberdrola,XS2332687040,Senior Unsecured,International bonds,1.125%,27jan2023, EUR
Enagas S.A.,XS2332687040,Senior Unsecured,International bonds,1.25%,6feb2025, EUR
Enagas S.A.,XS2332687040,,International bonds,1%,25mar2023, EUR
Red Electrica Corporacion,XS2332687040,Senior Unsecured,International bonds,1.125%,24apr2025, EUR
Redexis Gas,XS2332687040,Senior Unsecured,International bonds,1.875%,27apr2027, EUR
Cellnex Telecom,XS2332687040,Senior Unsecured,International bonds,3.125%,27jul2022, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,1.477%,14sep2021, EUR
Iberdrola,XS2332687040,Senior Unsecured,International bonds,1.75%,17sep2023, EUR
Amadeus IT Group,XS2332687040,Senior Unsecured,International bonds,1.625%,17nov2021, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,1.46%,13apr2026, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,0.75%,13apr2022, EUR
Red Electrica Corporacion,XS2332687040,Senior Unsecured,International bonds,1%,21apr2026, EUR
Naturgy Energy Group,XS2332687040,Senior Unsecured,International bonds,1.25%,19apr2026, EUR
Merlin Properties Socimi,XS2332687040,Senior Unsecured,International bonds,2.225%,25apr2023, EUR
Iberdrola,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.125%,21apr2026, EUR
Enagas S.A.,XS2332687040,Senior Unsecured,International bonds,1.375%,5may2028, EUR
Cellnex Telecom,XS2332687040,Senior Unsecured,International bonds,2.375%,16jan2024, EUR
Iberdrola,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.375%,15sep2025, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,1.93%,17oct2031, EUR
Enagas S.A.,XS2332687040,Senior Unsecured,International bonds,0.75%,27oct2026, EUR
Merlin Properties Socimi,XS2332687040,Senior Unsecured,International bonds,1.875%,2nov2026, EUR
Iberdrola,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1%,7mar2024, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,2.318%,17oct2028, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,1.528%,17jan2025, EUR
Naturgy Energy Group,XS2332687040,Senior Unsecured,International bonds,1.375%,19jan2027, EUR
Cellnex Telecom,XS2332687040,Senior Unsecured,International bonds,2.875%,18apr2025, EUR
Iberdrola,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1%,7mar2025, EUR
Naturgy Energy Group,XS2332687040,Senior Unsecured,International bonds,1.125%,11apr2024, EUR
Madrilena Red de Gas,XS2332687040,,International bonds,1.375%,11apr2025, EUR
Madrilena Red de Gas,XS2332687040,,International bonds,2.25%,11apr2029, EUR
Repsol,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.5%,23may2022, EUR
Merlin Properties Socimi,XS2332687040,Senior Unsecured,International bonds,1.75%,26may2025, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,1.715%,12jan2028, EUR
Iberdrola,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.25%,13sep2027, EUR
Merlin Properties Socimi,XS2332687040,,International bonds,2.375%,18sep2029, EUR
Naturgy Energy Group,XS2332687040,,International bonds,1.875%,5oct2029, EUR
Naturgy Energy Group,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.875%,15may2025, EUR
Iberdrola,XS2332687040,,International bonds,1.621%,29nov2029, EUR
Prosegur Compania de Seguridad SA,XS2332687040,Senior Unsecured,International bonds,1.375%,4feb2026, EUR
Naturgy Energy Group,XS2332687040,Senior Unsecured,International bonds,1.5%,29jan2028, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,1.447%,22jan2027, EUR
Prosegur Compania de Seguridad SA,XS2332687040,Senior Unsecured,International bonds,1%,8feb2023, EUR
Red Electrica Corporacion,XS2332687040,Senior Unsecured,International bonds,1.25%,13mar2027, EUR
ACS Actividades de Construccion y Servicios,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.875%,20apr2026, EUR
Iberdrola,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.25%,28oct2026, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,1.495%,11sep2025, EUR
Amadeus IT Group,XS2332687040,"Senior Unsecured, Floating rate",International bonds,FRN,18mar2022, EUR
Amadeus IT Group,XS2332687040,Senior Unsecured,International bonds,0.875%,18sep2023, EUR
Amadeus IT Group,XS2332687040,Senior Unsecured,International bonds,1.5%,18sep2026, EUR
Telefonica SA,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.069%,5feb2024, EUR
Telefonica SA,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.788%,12mar2029, EUR
Abertis Infraestructuras,XS2332687040,Senior Unsecured,International bonds,1.5%,27jun2024, EUR
Abertis Infraestructuras,XS2332687040,Senior Unsecured,International bonds,2.375%,27sep2027, EUR
Abertis Infraestructuras,XS2332687040,Senior Unsecured,International bonds,3%,27mar2031, EUR
CEPSA,XS2332687040,Senior Unsecured,International bonds,1%,16feb2025, EUR
International Airlines Group,XS2332687040,Senior Unsecured,International bonds,0.5%,4jul2023, EUR
International Airlines Group,XS2332687040,Senior Unsecured,International bonds,1.5%,4jul2027, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,1.957%,1jul2039, EUR
Abertis Infraestructuras,XS2332687040,Senior Unsecured,International bonds,0.625%,15jul2025, EUR
Abertis Infraestructuras,XS2332687040,Senior Unsecured,International bonds,1.625%,15jul2029, EUR
Repsol,XS2332687040,Senior Unsecured,International bonds,0.25%,2aug2027, EUR
Abertis Infraestructuras,XS2332687040,Senior Unsecured,International bonds,1.125%,26mar2028, EUR
Abertis Infraestructuras,XS2332687040,Senior Unsecured,International bonds,1.875%,26mar2032, EUR
Naturgy Energy Group,XS2332687040,Senior Unsecured,International bonds,0.75%,28nov2029, EUR
Merlin Properties Socimi,XS2332687040,Senior Unsecured,International bonds,1.875%,4dec2034, EUR
Cellnex Telecom,XS2332687040,Senior Unsecured,International bonds,1%,20apr2027, EUR
Red Electrica Corporacion,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.375%,24jul2028, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,0.664%,3feb2030, EUR
Abertis Infraestructuras,XS2332687040,Senior Unsecured,International bonds,1.25%,7feb2028, EUR
CEPSA,XS2332687040,Senior Unsecured,International bonds,0.75%,12feb2028, EUR
Iberdrola,XS2332687040,"Green bonds, Senior Secured",International bonds,0.875%,16jun2025, EUR
Red Electrica Corporacion,XS2332687040,Senior Unsecured,International bonds,0.875%,14apr2025, EUR
Naturgy Energy Group,XS2332687040,Senior Secured,International bonds,1.25%,15jan2026, EUR
Repsol,XS2332687040,Senior Secured,International bonds,2%,15dec2025, EUR
Repsol,XS2332687040,Senior Secured,International bonds,2.625%,15apr2030, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,1.201%,21aug2027, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,1.807%,21may2032, EUR
Amadeus IT Group,XS2332687040,Senior Unsecured,International bonds,2.5%,20may2024, EUR
Amadeus IT Group,XS2332687040,Senior Unsecured,International bonds,2.875%,20may2027, EUR
Redexis Gas,XS2332687040,Senior Unsecured,International bonds,1.875%,28may2025, EUR
ACS Actividades de Construccion y Servicios,XS2332687040,Senior Unsecured,International bonds,1.375%,17jun2025, EUR
Cellnex Telecom,XS2332687040,Senior Unsecured,International bonds,1.875%,26jun2029, EUR
Abertis Infraestructuras,XS2332687040,Senior Unsecured,International bonds,2.25%,29mar2029, EUR
Telefonica SA,XS2332687040,Senior Unsecured,International bonds,1.864%,13jul2040, EUR
Merlin Properties Socimi,XS2332687040,Senior Unsecured,International bonds,2.375%,13jul2027, EUR
CEPSA,XS2332687040,Senior Unsecured,International bonds,2.25%,13feb2026, EUR
Amadeus IT Group,XS2332687040,Senior Unsecured,International bonds,1.875%,24sep2028, EUR
El Corte Ingles,XS2332687040,Senior Secured,International bonds,3.625%,15mar2024, EUR
Repsol,XS2332687040,Senior Secured,International bonds,0.125%,5oct2024, EUR
Cellnex Telecom,XS2332687040,Senior Unsecured,International bonds,1.75%,23oct2030, EUR
Enagas S.A.,XS2332687040,Senior Secured,International bonds,0.375%,5nov2032, EUR
NorteGas Energia Distribucion,XS2332687040,Senior Unsecured,International bonds,0.905%,22jan2031, EUR
Amadeus IT Group,XS2332687040,"Senior Unsecured, Floating rate",International bonds,FRN,9feb2023, EUR
Cellnex Telecom,XS2332687040,Senior Unsecured,International bonds,0.75%,15nov2026, EUR
Cellnex Telecom,XS2332687040,Senior Unsecured,International bonds,1.25%,15jan2029, EUR
Cellnex Telecom,XS2332687040,Senior Unsecured,International bonds,2%,15feb2033, EUR
Kaerntner Elektrizitaets AG,XS2332687040,,International bonds,3.25%,24oct2022, EUR
Novomatic,XS2332687040,,International bonds,3%,23jun2021, EUR
Strabag SE,XS2332687040,,International bonds,1.625%,4feb2022, EUR
Novomatic,XS2332687040,,International bonds,1.625%,20sep2023, EUR
Borealis,XS2332687040,,International bonds,1.75%,10dec2025, EUR
Vienna Insurance Group,XS2332687040,Green bonds,International bonds,1%,26mar2036, EUR
Kojamo,XS2332687040,,International bonds,1.625%,17oct2023, EUR
Metsa Board,XS2332687040,,International bonds,2.75%,29sep2027, EUR
DNA,XS2332687040,,International bonds,1.375%,27mar2025, EUR
Energie AG Oberosterreich,XS2332687040,,International bonds,4.5%,4mar2025, EUR
