company_name,company_description,relationship_to_bond,sector,industry,ISIN,bond_destination,coupon_rate,total_bond_amount,nominal_amount,maturity_date,bond_currency,country,status,stocks_info,bond_types,Floating rate,Foreign bonds,Green bonds,Senior Secured,Senior Unsecured,Zero-coupon bonds
Atlas Copco,Atlas Copco,Borrower,corporate,Engineering industry,XS2046736752,International bonds,0.125%,"300,000,000 EUR","1,000 EUR",3sep2029, EUR,Sweden,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
TVO,Teollisuuden Voima Oyj is a Finnish nuclear power company owned by a consortium of power and industrial companies. The company operates Olkiluoto Nuclear Power Plant.,Profile,corporate,Power,XS2049419398,International bonds,1.125%,"650,000,000 EUR","1,000 EUR",9mar2026, EUR,Finland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
GAS Networks Ireland,"GAS Networks Ireland owns, operates, builds, and maintains natural gas networks. The Company transports natural gas through pipeline networks, as well as manages gas emergency services.",Profile,corporate,Oil and gas,XS2088659789,International bonds,0.125%,"300,000,000 EUR","1,000 EUR",4dec2024, EUR,Ireland,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
CA Immobilien,"CA Immobilien Anlagen acquires, manages and develops real estate properties.",Profile,corporate,Construction and development,XS2099128055,International bonds,0.875%,"500,000,000 EUR","100,000 EUR",5feb2027, EUR,Austria,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Mondi AG,"Mondi AG provides forestry products. The Company offers pulp, paper, linerboard, and wood chips. Mondi operates worldwide.",Profile,corporate,"Pulp, paper and wood industries",XS2151059206,International bonds,2.375%,"750,000,000 EUR","1,000 EUR",1apr2028, EUR,Austria,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
SATO,SATO Corporation is a leading Finnish housing investment company. Its aim is to provide a comprehensive range of rental homes.,Profile,corporate,Construction and development,XS2153410977,International bonds,2.25%,"300,000,000 EUR",100 EUR,7apr2023, EUR,Finland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
OMV,"OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...",Profile,corporate,Oil and gas,XS2154347293,International bonds,1.5%,"500,000,000 EUR","1,000 EUR",9apr2024, EUR,Austria,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
OMV,"OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...",Profile,corporate,Oil and gas,XS2154347707,International bonds,2%,"500,000,000 EUR","1,000 EUR",9apr2028, EUR,Austria,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
OMV,"OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...",Profile,corporate,Oil and gas,XS2154348424,International bonds,2.375%,"750,000,000 EUR","1,000 EUR",9apr2032, EUR,Austria,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
CRH,"CRH plc is a diversified building materials company, which manufactures and distributes building material products from the fundamentals of heavy materials and elements to construct the frame, through exterior products that complete the building envelope, to ...",Profile,corporate,Construction and development,XS2168478068,International bonds,1.25%,"750,000,000 EUR","1,000 EUR",5nov2026, EUR,Ireland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
CRH,"CRH plc is a diversified building materials company, which manufactures and distributes building material products from the fundamentals of heavy materials and elements to construct the frame, through exterior products that complete the building envelope, to ...",Profile,corporate,Construction and development,XS2169281131,International bonds,0.875%,"500,000,000 EUR","1,000 EUR",5nov2023, EUR,Ireland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Nokia,"Nokia Oyj is a Finnish communications and information technology multinational corporation that is headquartered in Espoo, Finland. The company provides Internet services, including applications, games, music, media and messaging services, including free-of-charge digital map information and ...",Profile,corporate,Engineering industry,XS2171759256,International bonds,2.375%,"500,000,000 EUR","1,000 EUR",15may2025, EUR,Finland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Nokia,"Nokia Oyj is a Finnish communications and information technology multinational corporation that is headquartered in Espoo, Finland. The company provides Internet services, including applications, games, music, media and messaging services, including free-of-charge digital map information and ...",Profile,corporate,Engineering industry,XS2171872570,International bonds,3.125%,"500,000,000 EUR","1,000 EUR",15may2028, EUR,Finland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Ignitis Group,"The Ignitis Group (formerly Lietuvos Energija, UAB) is an international energy company and one of the largest energy groups in the Baltic region. Its mission – making the world more energy smart. Core activities of the ...",Profile,corporate,Power,XS2177349912,International bonds,2%,"300,000,000 EUR","1,000 EUR",21may2030, EUR,Lithuania,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Kojamo,"Kojamo Oyj (formerly VVO Group) is a Finnish company which operates in a real estate sector. The company develops, rents, and manages apartments.",Profile,corporate,Construction and development,XS2179959817,International bonds,1.875%,"500,000,000 EUR","1,000 EUR",27may2027, EUR,Finland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
OMV,"OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...",Profile,corporate,Oil and gas,XS2189613982,International bonds,0.75%,"750,000,000 EUR","1,000 EUR",16jun2030, EUR,Austria,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
OMV,"OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...",Profile,corporate,Oil and gas,XS2189614014,International bonds,0%,"750,000,000 EUR","1,000 EUR",16jun2023, EUR (1095D),Austria,Outstanding,"Par amount, integral multiple","Zero-coupon bonds, Senior Unsecured",no,no,no,no,yes,yes
Uniqa Insurance,Uniqa Insurance,Borrower,corporate,Financial institutions,XS2199604096,International bonds,1.375%,"600,000,000 EUR","100,000 EUR",9jul2030, EUR,Austria,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Ryanair,"Ryanair Holdings plc. (Ryanair Holdings) is a holding company for Ryanair Limited (Ryanair). Ryanair operates a low-fares, scheduled-passenger airline serving short-haul, point-to-point routes between Ireland, the United Kingdom, Continental Europe, and Morocco. As of June 30, ...",Profile,corporate,Transportation,XS2228260043,International bonds,2.875%,"850,000,000 EUR","1,000 EUR",15sep2025, EUR,Ireland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Glencore International AG,"Glencore International AG, a privately-owned company organised under the laws of Switzerland and, together with its subsidiaries (""Glencore"") is a leading, diversified natural resources group with worldwide activity in the mining, smelting, refining, processing and marketing ...",Profile,corporate,Mining industry,XS2228892860,International bonds,1.125%,"950,000,000 EUR","1,000 EUR",10mar2028, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Elisa,"Elisa Oyj operates as a telecommunications, information and communications technology and online service company in Finland.",Profile,corporate,Communication,XS2230266301,International bonds,0.25%,"300,000,000 EUR","1,000 EUR",15sep2027, EUR,Finland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
SATO,SATO Corporation is a leading Finnish housing investment company. Its aim is to provide a comprehensive range of rental homes.,Profile,corporate,Construction and development,XS2233121792,International bonds,1.375%,"350,000,000 EUR","1,000 EUR",24feb2028, EUR,Finland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Immofinanz,Immofinanz,Borrower,corporate,Construction and development,XS2243564478,International bonds,2.5%,"500,000,000 EUR","100,000 EUR",15oct2027, EUR,Austria,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
DAA,"DAA Public Limited Company provides airport maintenance services. The Company offers airport management, operation and development, domestic and international airport retail management, and airport investment services.",Profile,corporate,Transportation,XS2244415175,International bonds,1.601%,"500,000,000 EUR",100 EUR,5nov2032, EUR,Ireland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
CA Immobilien,"CA Immobilien Anlagen acquires, manages and develops real estate properties.",Profile,corporate,Construction and development,XS2248827771,International bonds,1%,"350,000,000 EUR","100,000 EUR",27oct2025, EUR,Austria,Outstanding,"Par amount, integral multiple","Green bonds, Senior Unsecured",no,no,yes,no,yes,no
UPM,"UPM-Kymmene Corporation is a Finnish pulp, paper and timber manufacturer.",Profile,corporate,"Pulp, paper and wood industries",XS2257961818,International bonds,0.125%,"750,000,000 EUR","1,000 EUR",19nov2028, EUR,Finland,Outstanding,"Par amount, integral multiple","Green bonds, Senior Unsecured",no,no,yes,no,yes,no
Neles,"Neles Corp (formerly Metso Corp) is a supplier of technology, automation and services to customers in the mining, construction, and oil and gas industries. The company is also known for its advanced automation solutions for pulp, ...",Profile,corporate,Engineering industry,XS2264692737,International bonds,0.875%,"300,000,000 EUR","1,000 EUR",26may2028, EUR,Finland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Stora Enso Oyj,"Stora Enso Oyj is a Finnish pulp and paper manufacturer, formed by the merger of Swedish mining and forestry products company Stora and Finnish forestry products company Enso-Gutzeit Oy in 1998. It is headquartered in Helsinki.",Profile,corporate,"Pulp, paper and wood industries",XS2265360359,International bonds,0.625%,"500,000,000 EUR","1,000 EUR",2dec2030, EUR,Finland,Outstanding,"Par amount, integral multiple","Green bonds, Senior Unsecured",no,no,yes,no,yes,no
Hemso Treasury,"Hemso Treasury Oyj owns, manages, and develops real estate properties. The Company redevelops standing buildings and leases them to community clients such as educational institutions, elderly care companies, healthcare organizations, and judiciary entities. Hemso Treasury serves ...",Profile,corporate,Construction and development,XS2281473111,International bonds,0%,"500,000,000 EUR","1,000 EUR",19jan2028, EUR (2556D),Finland,Outstanding,"Par amount, integral multiple","Zero-coupon bonds, Senior Unsecured",no,no,no,no,yes,yes
Balder,"Balder is a Swedish company which owns, manages and develops residential and commercial properties and hotels in Sweden, Denmark, Norway and Finland. Balder creates areas for people to live in and where new business can be ...",Profile,corporate,Construction and development,XS2288925568,International bonds,1%,"550,000,000 EUR","1,000 EUR",20jan2029, EUR,Sweden,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Samhallsbyggnadsbolaget i Norden,Samhallsbyggnadsbolaget i Norden AB owns social infrastructure properties throughout the Nordic region and rental apartments in Sweden. The Company also provides property development services and develops building rights.,Profile,corporate,Construction and development,XS2293906199,International bonds,FRN,"600,000,000 EUR","1,000 EUR",1feb2023, EUR,Sweden,Outstanding,"Par amount, integral multiple","Senior Unsecured, Floating rate",yes,no,no,no,yes,no
Glencore International AG,"Glencore International AG, a privately-owned company organised under the laws of Switzerland and, together with its subsidiaries (""Glencore"") is a leading, diversified natural resources group with worldwide activity in the mining, smelting, refining, processing and marketing ...",Profile,corporate,Mining industry,XS2307764238,International bonds,0.75%,"600,000,000 EUR","1,000 EUR",1mar2029, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Glencore International AG,"Glencore International AG, a privately-owned company organised under the laws of Switzerland and, together with its subsidiaries (""Glencore"") is a leading, diversified natural resources group with worldwide activity in the mining, smelting, refining, processing and marketing ...",Profile,corporate,Mining industry,XS2307764311,International bonds,1.25%,"500,000,000 EUR","1,000 EUR",1mar2033, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Eaton Capital Unlimited,Eaton Capital Unlimited Company manufactures power transmission equipment.,Profile,corporate,Power,XS2310747915,International bonds,0.128%,"900,000,000 EUR","1,000 EUR",8mar2026, EUR,Ireland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Eaton Capital Unlimited,Eaton Capital Unlimited Company manufactures power transmission equipment.,Profile,corporate,Power,XS2310748483,International bonds,0.577%,"600,000,000 EUR","1,000 EUR",8mar2030, EUR,Ireland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
UPM,"UPM-Kymmene Corporation is a Finnish pulp, paper and timber manufacturer.",Profile,corporate,"Pulp, paper and wood industries",XS2320453884,International bonds,0.5%,"500,000,000 EUR","1,000 EUR",22mar2031, EUR,Finland,Outstanding,"Par amount, integral multiple","Green bonds, Senior Unsecured",no,no,yes,no,yes,no
Fresenius SE,"Fresenius SE & Co. KGaA is a diversified medical equipment company based in Bad Homburg, Germany. The Fresenius Group provides products and services for dialysis, hospitals as well as inpatient and outpatient medical care. In addition, ...",Profile,corporate,Healthсare,XS2325562424,International bonds,0%,"500,000,000 EUR","1,000 EUR",1oct2025, EUR (1644D),Germany,Outstanding,"Par amount, integral multiple","Zero-coupon bonds, Senior Unsecured",no,no,no,no,yes,yes
Fresenius SE,"Fresenius SE & Co. KGaA is a diversified medical equipment company based in Bad Homburg, Germany. The Fresenius Group provides products and services for dialysis, hospitals as well as inpatient and outpatient medical care. In addition, ...",Profile,corporate,Healthсare,XS2325562697,International bonds,0.875%,"500,000,000 EUR","1,000 EUR",1oct2031, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Fresenius SE,"Fresenius SE & Co. KGaA is a diversified medical equipment company based in Bad Homburg, Germany. The Fresenius Group provides products and services for dialysis, hospitals as well as inpatient and outpatient medical care. In addition, ...",Profile,corporate,Healthсare,XS2325565104,International bonds,0.5%,"500,000,000 EUR","1,000 EUR",1oct2028, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,yes,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0000471930,International bonds,8.125%,"1,500,000,000 EUR","1,000 EUR",28jan2033, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0000475758,International bonds,5.75%,"1,000,000,000 EUR","1,000 EUR",24jun2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
La Poste,"La Poste is the mail service of France, which also operates postal services in the French Overseas Departments of Réunion, Guadeloupe, Martinique, French Guiana and Mayotte, and the territorial collectivity of Saint Pierre and Miquelon. It ...",Profile,corporate,Communication,FR0000476087,International bonds,4.375%,"1,000,000,000 EUR","1,000 EUR",26jun2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Veolia Environnement,"Veolia Environnement SA operates utility and public transportation businesses. The Company supplies drinking water, provides waste management services, manages and maintains heating and air conditioning systems, and operates rail and road passenger transportation systems.",Profile,corporate,Public utilities,FR0010033381,International bonds,6.125%,"700,000,000 EUR","1,000 EUR",25nov2033, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Cofiroute,"Compagnie Financiere et Industrielle des Autoroutes SA operates concession systems and roadways. The Company offers roads and highway construction, traffic management, technological solutions, toll facilities, restrooms, and radio services.",Profile,corporate,Transportation,FR0010327007,International bonds,5%,"1,100,000,000 EUR","50,000 EUR",24may2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
La Poste,"La Poste is the mail service of France, which also operates postal services in the French Overseas Departments of Réunion, Guadeloupe, Martinique, French Guiana and Mayotte, and the territorial collectivity of Saint Pierre and Miquelon. It ...",Profile,corporate,Communication,FR0010394437,International bonds,4.25%,"1,000,000,000 EUR","1,000 EUR",8nov2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Veolia Environnement,"Veolia Environnement SA operates utility and public transportation businesses. The Company supplies drinking water, provides waste management services, manages and maintains heating and air conditioning systems, and operates rail and road passenger transportation systems.",Profile,corporate,Public utilities,FR0010474239,International bonds,5.125%,"850,070,000 EUR","1,000 EUR",24may2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Autoroutes Du Sud de La France,"Autoroutes du Sud de la France provides infrastructure concession. The Company operates highway, bridges, and tunnels.",Profile,corporate,Transportation,FR0010491720,International bonds,5.625%,"1,575,000,000 EUR","50,000 EUR",4jul2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SUEZ,SUEZ ENVIRONNEMENT ranks among the world’s leaders in water and waste management services. Its objective: to meet the challenge of conserving natural resources.,Profile,corporate,Power,FR0010780528,International bonds,5.5%,"461,000,000 EUR","50,000 EUR",22jul2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Electricite de France (EDF),"Electricite de France (EDF) produces, transmits, distributes, imports and exports electricity. The Company, using nuclear power, coal and gas, provides electricity for French energy consumers.",Profile,corporate,Power,FR0010800540,International bonds,4.625%,"2,490,000,000 EUR","50,000 EUR",11sep2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Electricite de France (EDF),"Electricite de France (EDF) produces, transmits, distributes, imports and exports electricity. The Company, using nuclear power, coal and gas, provides electricity for French energy consumers.",Profile,corporate,Power,FR0010891317,International bonds,4.625%,"1,500,000,000 EUR","50,000 EUR",26apr2030, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0010913178,International bonds,3.875%,"750,000,000 EUR","50,000 EUR",28jun2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SUEZ,SUEZ ENVIRONNEMENT ranks among the world’s leaders in water and waste management services. Its objective: to meet the challenge of conserving natural resources.,Profile,corporate,Power,FR0010913780,International bonds,4.125%,"614,700,000 EUR","50,000 EUR",24jun2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SAGESS,"Société Anonyme de Gestion de Stocks de Sécurité (SAGESS) has the role of building up, stockpiling and maintaining strategic oil reserves in order to fulfill obligations set by national and international standards.",Profile,corporate,Power,FR0010951806,International bonds,3.125%,"500,000,000 EUR","100,000 EUR",21oct2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0010952770,International bonds,3.5%,"692,936,000 EUR","1,000 EUR",18oct2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Electricite de France (EDF),"Electricite de France (EDF) produces, transmits, distributes, imports and exports electricity. The Company, using nuclear power, coal and gas, provides electricity for French energy consumers.",Profile,corporate,Power,FR0010961540,International bonds,4%,"750,000,000 EUR","50,000 EUR",12nov2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Electricite de France (EDF),"Electricite de France (EDF) produces, transmits, distributes, imports and exports electricity. The Company, using nuclear power, coal and gas, provides electricity for French energy consumers.",Profile,corporate,Power,FR0010961581,International bonds,4.5%,"750,000,000 EUR","50,000 EUR",12nov2040, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SUEZ,SUEZ ENVIRONNEMENT ranks among the world’s leaders in water and waste management services. Its objective: to meet the challenge of conserving natural resources.,Profile,corporate,Power,FR0011048966,International bonds,4.078%,"598,200,000 EUR","100,000 EUR",17may2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Electricite de France (EDF),"Electricite de France (EDF) produces, transmits, distributes, imports and exports electricity. The Company, using nuclear power, coal and gas, provides electricity for French energy consumers.",Profile,corporate,Power,FR0011182641,International bonds,3.875%,"2,000,000,000 EUR","100,000 EUR",18jan2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Bouygues,"Bouygues S.A. is an industrial group headquartered in the 8th arrondissement of Paris, France. Bouygues is listed on Euronext Paris exchange and is a blue chip in the CAC 40 stock market index. The company was ...",Profile,corporate,Construction and development,FR0011193515,International bonds,4.5%,"800,000,000 EUR","100,000 EUR",9feb2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Veolia Environnement,"Veolia Environnement SA operates utility and public transportation businesses. The Company supplies drinking water, provides waste management services, manages and maintains heating and air conditioning systems, and operates rail and road passenger transportation systems.",Profile,corporate,Public utilities,FR0011224963,International bonds,4.625%,"750,000,000 EUR","100,000 EUR",30mar2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Electricite de France (EDF),"Electricite de France (EDF) produces, transmits, distributes, imports and exports electricity. The Company, using nuclear power, coal and gas, provides electricity for French energy consumers.",Profile,corporate,Power,FR0011225143,International bonds,4.125%,"1,000,000,000 EUR","100,000 EUR",25mar2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Aeroports de Paris,"Aéroports de Paris builds, develops, and manages airports, including Paris-Charles de Gaulle, Paris-Orly, and Paris-Le Bourget. The company provides facilities to accommodate passengers and airlines, as well as offers cargo and postal services in its airports. ...",Profile,corporate,Transportation,FR0011266527,International bonds,3.125%,"500,000,000 EUR","100,000 EUR",11jun2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0011289230,International bonds,2.625%,"410,113,000 EUR","1,000 EUR",20jul2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Electricite de France (EDF),"Electricite de France (EDF) produces, transmits, distributes, imports and exports electricity. The Company, using nuclear power, coal and gas, provides electricity for French energy consumers.",Profile,corporate,Power,FR0011318658,International bonds,2.75%,"2,000,000,000 EUR","100,000 EUR",10mar2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Bouygues,"Bouygues S.A. is an industrial group headquartered in the 8th arrondissement of Paris, France. Bouygues is listed on Euronext Paris exchange and is a blue chip in the CAC 40 stock market index. The company was ...",Profile,corporate,Construction and development,FR0011332196,International bonds,3.625%,"700,000,000 EUR","100,000 EUR",16jan2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Eutelsat,"Eutelsat S.A. is a French-based satellite provider. Providing coverage over the entire European continent, as well as the Middle East, Africa, India and significant parts of Asia and the Americas, it is one of the world's ...",Profile,corporate,Communication,FR0011339746,International bonds,3.125%,"300,000,000 EUR","100,000 EUR",10oct2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Air Liquide Finance,"Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...",Profile,corporate,Chemical and petrochemical industry,FR0011344076,International bonds,2.125%,"500,000,000 EUR","100,000 EUR",15oct2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
La Poste,"La Poste is the mail service of France, which also operates postal services in the French Overseas Departments of Réunion, Guadeloupe, Martinique, French Guiana and Mayotte, and the territorial collectivity of Saint Pierre and Miquelon. It ...",Profile,corporate,Communication,FR0011360478,International bonds,2.75%,"1,000,000,000 EUR","100,000 EUR",26nov2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Autoroutes Du Sud de La France,"Autoroutes du Sud de la France provides infrastructure concession. The Company operates highway, bridges, and tunnels.",Profile,corporate,Transportation,FR0011394907,International bonds,2.875%,"700,000,000 EUR","100,000 EUR",18jan2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SAGESS,"Société Anonyme de Gestion de Stocks de Sécurité (SAGESS) has the role of building up, stockpiling and maintaining strategic oil reserves in order to fulfill obligations set by national and international standards.",Profile,corporate,Power,FR0011439785,International bonds,2.625%,"600,000,000 EUR","100,000 EUR",6mar2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Air Liquide,"Air Liquide SA, through its subsidiaries, produces, markets, and sells industrial and healthcare gases, including liquid nitrogen, argon, carbon dioxide, and oxygen worldwide. The Company also produces welding, diving, and technical-medical equipment. Air Liquide sells its ...",Profile,corporate,Chemical and petrochemical industry,FR0011439835,International bonds,2.375%,"300,000,000 EUR","100,000 EUR",6sep2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Gecina,"Gecina is a residential, office, and healthcare focused real estate investment trust (REIT). Its portfolio of properties also includes shopping malls, warehouses, and logistic centers responsible for coordinating commercial businesses such as those operating in business ...",Profile,corporate,Financial institutions,FR0011502814,International bonds,2.875%,"200,200,000 EUR","100,000 EUR",30may2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Aeroports de Paris,"Aéroports de Paris builds, develops, and manages airports, including Paris-Charles de Gaulle, Paris-Orly, and Paris-Le Bourget. The company provides facilities to accommodate passengers and airlines, as well as offers cargo and postal services in its airports. ...",Profile,corporate,Transportation,FR0011509488,International bonds,2.75%,"600,000,000 EUR","100,000 EUR",5jun2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Danone,"Danone operates as a food processing company. The Company produces and markets dairy products, beverages, baby food, and medical nutrition products. Danone serves customers worldwide.",Profile,corporate,Food industry,FR0011527241,International bonds,2.6%,"500,000,000 EUR","100,000 EUR",28jun2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0011560077,International bonds,3.125%,"650,000,000 EUR","100,000 EUR",9jan2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Schneider Electric,"Schneider Electric SA specializes in energy management and offers integrated solutions in energy and infrastructure, industrial processes, building automation, residential applications, and data centers/networks in France and internationally. The company operates in five segments: Power, Infrastructure, ...",Profile,corporate,Power,FR0011561000,International bonds,2.5%,"600,000,000 EUR","100,000 EUR",6sep2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0011565555,International bonds,2.875%,"500,000,000 EUR","100,000 EUR",12sep2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SUEZ,SUEZ ENVIRONNEMENT ranks among the world’s leaders in water and waste management services. Its objective: to meet the challenge of conserving natural resources.,Profile,corporate,Power,FR0011585215,International bonds,2.75%,"376,400,000 EUR","100,000 EUR",9oct2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Danone,"Danone operates as a food processing company. The Company produces and markets dairy products, beverages, baby food, and medical nutrition products. Danone serves customers worldwide.",Profile,corporate,Food industry,FR0011625409,International bonds,2.25%,"1,000,000,000 EUR","100,000 EUR",15nov2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
