0,bond_types,bond_amounts,issue_info,ISIN_Code,quarter,year
"International bonds: Paccar Financial Europe B.V., 0.125% 7mar2022, EUR
XS1958214964",,"STATUS
Outstanding
AMOUNT
300,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
PACCAR Financial Europe B.V. operates as a subsidiary of PACCAR Holding B.V.
Borrower
Paccar Financial Europe B.V.
Full issuer name
Paccar Financial Europe B.V.
Sector
corporate
Industry
Financial institutions
Volume
Placement amount
300,000,000 EUR
Outstanding amount
300,000,000 EUR
Outstanding face value amount
300,000,000 EUR
USD equivalent
364,356,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1946004451,Q1,2019.0
"International bonds: Elisa, 1.125% 26feb2026, EUR
XS1953833750",,"STATUS
Outstanding
AMOUNT
300,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Finland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Elisa Oyj operates as a telecommunications, information and communications technology and online service company in Finland.
Borrower
Elisa
Full issuer name
Elisa Oyj
Sector
corporate
Industry
Communication
Stocks
Elisa, ordinary share
Volume
Placement amount
300,000,000 EUR
Outstanding amount
300,000,000 EUR
Outstanding face value amount
300,000,000 EUR
USD equivalent
364,356,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1958214964,Q1,2019.0
"Domestic bonds: Anheuser-Busch InBev, 1.125% 1jul2027, EUR
BE6312821612",,"STATUS
Outstanding
AMOUNT
1,250,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Belgium
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Anheuser-Busch InBev SA/NV manufactures alcoholic beverages. The Company produces and distributes beers. Anheuser-Busch InBev serves customers worldwide.
Issuer
Anheuser-Busch InBev
Full issuer name
Anheuser-Busch InBev SA/NV
Sector
corporate
Industry
Food industry
Stocks
Anheuser-Busch InBev, ordinary share
Anheuser-Busch InBev, depositary receipt
Anheuser-Busch InBev, depositary receipt
Volume
Placement amount
1,250,000,000 EUR
Outstanding amount
1,250,000,000 EUR
Outstanding face value amount
1,250,000,000 EUR
USD equivalent
1,518,150,000 USD
Nominal
Nominal
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",XS1953833750,Q1,2019.0
"Domestic bonds: Anheuser-Busch InBev, 1.65% 28mar2031, EUR
BE6312822628",,"STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Belgium
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Anheuser-Busch InBev SA/NV manufactures alcoholic beverages. The Company produces and distributes beers. Anheuser-Busch InBev serves customers worldwide.
Issuer
Anheuser-Busch InBev
Full issuer name
Anheuser-Busch InBev SA/NV
Sector
corporate
Industry
Food industry
Stocks
Anheuser-Busch InBev, ordinary share
Anheuser-Busch InBev, depositary receipt
Anheuser-Busch InBev, depositary receipt
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,214,520,000 USD
Nominal
Nominal
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",BE6312821612,Q2,2019.0
"International bonds: ABB, FRN 12oct2020, EUR
XS1979288328",Floating rate,"STATUS
Matured
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Switzerland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
ABB Ltd (ABB) is engaged in power and automation technologies. The Company provides a range of products, systems, solutions and services. Its power businesses focus on power transmission, distribution and power-plant automation and serve electric, gas ...
Show more
Borrower
ABB
Full issuer name
ABB Ltd
Sector
corporate
Industry
Engineering industry
SPV / Issuer
Abb Finance
Stocks
ABB, ordinary share
ABB, ordinary share
ABB, depositary receipt
ABB, depositary receipt
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",BE6312822628,Q2,2019.0
"International bonds: Fresenius SE, 1.875% 15feb2025, EUR
XS1936208252",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Fresenius SE & Co. KGaA is a diversified medical equipment company based in Bad Homburg, Germany. The Fresenius Group provides products and services for dialysis, hospitals as well as inpatient and outpatient medical care. In addition, ...
Show more
Borrower
Fresenius SE
Full issuer name
Fresenius SE & Co. KGaA
Sector
corporate
Industry
Healthсare
Stocks
Fresenius SE, ordinary share
Fresenius SE, ordinary share
Fresenius SE, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1979288328,Q2,2019.0
"International bonds: Fresenius SE, 2.875% 15feb2029, EUR
XS1936208419",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Fresenius SE & Co. KGaA is a diversified medical equipment company based in Bad Homburg, Germany. The Fresenius Group provides products and services for dialysis, hospitals as well as inpatient and outpatient medical care. In addition, ...
Show more
Borrower
Fresenius SE
Full issuer name
Fresenius SE & Co. KGaA
Sector
corporate
Industry
Healthсare
Stocks
Fresenius SE, ordinary share
Fresenius SE, ordinary share
Fresenius SE, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1936208252,Q2,2019.0
"International bonds: Siemens, 0.3% 28feb2024, EUR
XS1955187692",Senior Unsecured,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Siemens AG is an engineering and manufacturing company. The Company focuses on areas of electrification, automation, and digitalization. Siemens also provides engineering solutions in automation and control, power, transportation, and medical diagnosis.
Borrower
Siemens
Full issuer name
Siemens AG
Sector
corporate
Industry
Engineering industry
SPV / Issuer
Siemens Financieringsmaatschappij N.V. (SFM)
Stocks
Siemens, ordinary share
Siemens, depositary receipt
Siemens, depositary receipt
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Minimum Settlement Amount
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1936208419,Q2,2019.0
"International bonds: Nokia, 2% 11mar2026, EUR
XS1960685383",Senior Unsecured,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Finland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Nokia Oyj is a Finnish communications and information technology multinational corporation that is headquartered in Espoo, Finland. The company provides Internet services, including applications, games, music, media and messaging services, including free-of-charge digital map information and ...
Show more
Borrower
Nokia
Full issuer name
Nokia Oyj
Sector
corporate
Industry
Engineering industry
Stocks
Nokia, ordinary share
Nokia, depositary receipt
Nokia, depositary receipt
Nokia, depositary receipt
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1955187692,Q2,2019.0
"Domestic bonds: Sanofi, 0% 21mar2022, EUR (1096D)
FR0013409836",Zero-coupon bonds,"STATUS
Outstanding
AMOUNT
850,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...
Show more
Issuer
Sanofi
Full issuer name
Sanofi SA
Sector
corporate
Industry
Healthсare
Stocks
Sanofi, ordinary share
Sanofi, ordinary share
Sanofi, depositary receipt
Volume
Placement amount
850,000,000 EUR
Outstanding amount
850,000,000 EUR
Outstanding face value amount
850,000,000 EUR
USD equivalent
1,032,342,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",XS1960685383,Q2,2019.0
"Domestic bonds: Sanofi, 1.25% 21mar2034, EUR
FR0013409851",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...
Show more
Issuer
Sanofi
Full issuer name
Sanofi SA
Sector
corporate
Industry
Healthсare
Stocks
Sanofi, ordinary share
Sanofi, ordinary share
Sanofi, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0013409836,Q2,2019.0
"International bonds: Enel, 1.5% 21jul2025, EUR
XS1937665955","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.
Borrower
Enel
Full issuer name
Enel Spa
Sector
corporate
Industry
Power
SPV / Issuer
Enel Finance International NV
Stocks
Enel, ordinary share
Enel, depositary receipt
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,214,520,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",FR0013409851,Q2,2019.0
"International bonds: Akzo Nobel, 2.625% 27jul2022, EUR
XS0809847667",Senior Unsecured,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Akzo Nobel is a Dutch multinational, active in the fields of decorative paints, performance coatings and specialty chemicals. Headquartered in Amsterdam, the company has activities in more than 80 countries, and employs approximately 50,000 people.
Borrower
Akzo Nobel
Full issuer name
Akzo Nobel N.V.
Sector
corporate
Industry
Chemical and petrochemical industry
SPV / Issuer
Akzo Nobel Sweden Finance
Stocks
Akzo Nobel, ordinary share
Akzo Nobel, depositary receipt
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Minimum Settlement Amount
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1937665955,Q2,2019.0
"International bonds: Adecco, 1.25% 20nov2029, EUR
XS1995662027",,"STATUS
Outstanding
AMOUNT
300,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Switzerland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Adecco Group SA (formerly Adecco SA) is a Swiss multinational human resource consulting company based in Glattbrugg, Switzerland. Adecco Group is the world's largest provider of HR solutions.
Borrower
Adecco
Full issuer name
Adecco Group SA
Sector
corporate
Industry
Other sectors
SPV / Issuer
Adecco International Financial Services
Stocks
Adecco, ordinary share
Adecco, ordinary share
Adecco, depositary receipt
Volume
Placement amount
300,000,000 EUR
Outstanding amount
300,000,000 EUR
Outstanding face value amount
300,000,000 EUR
USD equivalent
364,356,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS0809847667,Q2,2019.0
"International bonds: Coca-Cola HBC AG, 1% 14may2027, EUR
XS1995781546",Senior Unsecured,"STATUS
Outstanding
AMOUNT
700,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Switzerland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Coca-Cola HBC AG produces, distributes, and sells non-alcoholic ready-to-drink beverages. The company offers sparkling soft drinks; still drinks, including juices and fruit-based drinks, iced tea, and energy and sports drinks; and natural mineral, spring, and processed ...
Show more
Borrower
Coca-Cola HBC AG
Full issuer name
Coca-Cola HBC AG
Sector
corporate
Industry
Food industry
SPV / Issuer
Coca-Cola HBC Finance
Volume
Placement amount
700,000,000 EUR
Outstanding amount
700,000,000 EUR
Outstanding face value amount
700,000,000 EUR
USD equivalent
850,164,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1995662027,Q2,2019.0
"International bonds: Philips, 0.5% 22may2026, EUR
XS2001175657","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Koninklijke Philips NV is a Netherlands-based parent company of the Philips Group (Philips). The Company operates within three main business sectors, such as Healthcare, Consumer Lifestyle and Lighting, as well as through the Group Management and ...
Show more
Borrower
Philips
Full issuer name
Koninklijke Philips NV
Sector
corporate
Industry
Engineering industry
Stocks
Philips, ordinary share
Philips, depositary receipt
Philips, depositary receipt
Philips, depositary receipt
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1995781546,Q2,2019.0
"Domestic bonds: Schaeffler, 1.125% 26mar2022, EUR
DE000A2YB699",,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Schaeffler develops and manufactures precision products for everything that moves – in machines, equipment, and vehicles as well as in aviation and aerospace applications – with its INA, LuK, and FAG brands. The globally active group of ...
Show more
Issuer
Schaeffler
Full issuer name
Schaeffler AG
Sector
corporate
Industry
Engineering industry
Stocks
Schaeffler, preference share
Schaeffler, depositary receipt
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Nominal
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",XS2001175657,Q2,2019.0
"Domestic bonds: Schaeffler, 1.875% 26mar2024, EUR
DE000A2YB7A7",,"STATUS
Outstanding
AMOUNT
800,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Schaeffler develops and manufactures precision products for everything that moves – in machines, equipment, and vehicles as well as in aviation and aerospace applications – with its INA, LuK, and FAG brands. The globally active group of ...
Show more
Issuer
Schaeffler
Full issuer name
Schaeffler AG
Sector
corporate
Industry
Engineering industry
Stocks
Schaeffler, preference share
Schaeffler, depositary receipt
Volume
Placement amount
800,000,000 EUR
Outstanding amount
800,000,000 EUR
Outstanding face value amount
800,000,000 EUR
USD equivalent
971,616,000 USD
Nominal
Nominal
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",DE000A2YB699,Q2,2019.0
"Domestic bonds: Schaeffler, 2.875% 26mar2027, EUR
DE000A2YB7B5",,"STATUS
Outstanding
AMOUNT
650,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Schaeffler develops and manufactures precision products for everything that moves – in machines, equipment, and vehicles as well as in aviation and aerospace applications – with its INA, LuK, and FAG brands. The globally active group of ...
Show more
Issuer
Schaeffler
Full issuer name
Schaeffler AG
Sector
corporate
Industry
Engineering industry
Stocks
Schaeffler, preference share
Schaeffler, depositary receipt
Volume
Placement amount
650,000,000 EUR
Outstanding amount
650,000,000 EUR
Outstanding face value amount
650,000,000 EUR
USD equivalent
789,438,000 USD
Nominal
Nominal
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",DE000A2YB7A7,Q2,2019.0
"International bonds: Abertis Infraestructuras, 2.375% 27sep2027, EUR
XS1967635977",Senior Unsecured,"STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Spain
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Abertis Infraestructuras S.A. is a toll road operator. The Group invests, expands, maintains, operates, and manages under concession contracts, major highways, and other toll roads infrastructure. Abertis Infraestructuras is present in Europe and the Americas.
Borrower
Abertis Infraestructuras
Full issuer name
Abertis Infraestructuras S.A.
Sector
corporate
Industry
Construction and development
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,214,520,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",DE000A2YB7B5,Q2,2019.0
"International bonds: Abertis Infraestructuras, 3% 27mar2031, EUR
XS1967636199",Senior Unsecured,"STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Spain
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Abertis Infraestructuras S.A. is a toll road operator. The Group invests, expands, maintains, operates, and manages under concession contracts, major highways, and other toll roads infrastructure. Abertis Infraestructuras is present in Europe and the Americas.
Borrower
Abertis Infraestructuras
Full issuer name
Abertis Infraestructuras S.A.
Sector
corporate
Industry
Construction and development
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,214,520,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS1967635977,Q2,2019.0
"International bonds: CEPSA, 1% 16feb2025, EUR
XS1996435688",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Spain
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
CEPSA was incorporated in 1929 and is based in Madrid, Spain. It operates as a multinational oil and gas company. CEPSA is engaged in the oil and natural gas exploration, development, and production. Through its specialized ...
Show more
Borrower
CEPSA
Full issuer name
CEPSA
Sector
corporate
Industry
Chemical and petrochemical industry
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS1967636199,Q2,2019.0
"International bonds: Eaton Capital Unlimited, 0.021% 14may2021, EUR
XS1996268253",Senior Unsecured,"STATUS
Matured
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Ireland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Eaton Capital Unlimited Company manufactures power transmission equipment.
Borrower
Eaton Capital Unlimited
Full issuer name
Eaton Capital Unlimited Company
Sector
corporate
Industry
Power
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS1996435688,Q2,2019.0
"International bonds: Snam, 1.25% 28aug2025, EUR
XS1957442541","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Snam S.p.A. owns and operates Italy's natural-gas distribution network. The Company transports gas on behalf of importers, distributors, and companies supplying Italian households. Snam owns a network of high-and medium-pressure pipes, including trunk lines connected to ...
Show more
Borrower
Snam
Full issuer name
Snam S.p.A.
Sector
corporate
Industry
Transportation
Stocks
Snam, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1996268253,Q2,2019.0
"International bonds: Terna SPA, 1% 10apr2026, EUR
XS1980270810","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
TERNA - Rete Elettrica Nazionale Società per Azioni, together with its subsidiaries, operates in the electrical energy transmission and dispatching sector in Italy. Its activities include planning, development, construction, operation, and maintenance of an independent power ...
Show more
Borrower
Terna SPA
Full issuer name
Terna SPA
Sector
corporate
Industry
Power
Stocks
Terna SPA, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1957442541,Q2,2019.0
"International bonds: Tennet Holding, 0.875% 3jun2030, EUR
XS2002491780","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
TenneT Holding B.V. operates as a holding company. The Company, through its subsidiaries, provides power transmission and distribution services. TenneT Holding generates electricity from generators and supplies it to consumers in the Netherlands and Germany.
Borrower
Tennet Holding
Full issuer name
TenneT Holding B.V.
Sector
corporate
Industry
Power
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1980270810,Q2,2019.0
"International bonds: Euronext, 1.125% 12jun2029, EUR
XS2009943379",Senior Unsecured,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
Euronext
Full issuer name
Euronext N.V.
Sector
corporate
Industry
Financial institutions
Stocks
Euronext, ordinary share
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2002491780,Q3,2019.0
"International bonds: Alliander, 0.875% 24jun2032, EUR
XS2014382845",Green bonds,"STATUS
Outstanding
AMOUNT
300,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
The business units of Liander and Liandon make up the network company Alliander whose staff of around 7,000 are responsible for energy distribution in large areas of the Netherlands.
Borrower
Alliander
Full issuer name
Alliander N.V.
Sector
corporate
Industry
Power
Volume
Placement amount
300,000,000 EUR
Outstanding amount
300,000,000 EUR
Outstanding face value amount
300,000,000 EUR
USD equivalent
364,356,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2009943379,Q3,2019.0
"International bonds: Koninklijke Ahold Delhaize, 0.25% 26jun2025, EUR
XS2018636600",Senior Unsecured,"STATUS
Outstanding
AMOUNT
600,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Ahold Delhaize is an international food retail group, operating supermarkets and e-commerce businesses. Its 21 local brands employ more than 375,000 associates in 6,500 stores in 11 countries. Formats include supermarkets, convenience stores, hypermarkets, online grocery, ...
Show more
Borrower
Koninklijke Ahold Delhaize
Full issuer name
Koninklijke Ahold Delhaize N.V.
Sector
corporate
Industry
Trade and retail
Stocks
Koninklijke Ahold Delhaize, ordinary share
Koninklijke Ahold Delhaize, depositary receipt
Volume
Placement amount
600,000,000 EUR
Outstanding amount
600,000,000 EUR
Outstanding face value amount
600,000,000 EUR
USD equivalent
728,712,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2014382845,Q3,2019.0
